BuildTreeFromTemplateTime,ChunkId,ChunkSize,Compressor,File,MatchTemplateTime,Original Compress Time,Original Decompress Time,Original Size,Original Size Compreseed,Prep: Total compressed size,Prep: Total compression time,Prep: Total decompression time,PreprocessingTime,TemplateSize,UniqueNumTemplates,UniqueNumVariables,VariableSize
3.69021,81,128K,lz4,Android,180.496417,0.026032,0.027147,131019,27432.0,118837.0,88.479584,88.503313,180.74013,44997,287,504,34815
3.69021,82,128K,gzip,Android,2.624878,0.027185,0.025588,131050,24686.0,141630.0,80.487171,81.357087,2.925821,45726,623,597,25237
3.69021,82,128K,deflate,Android,2.624878,0.037419,0.02828,131050,24219.0,487143.0,99.378725,99.572229,2.925821,45726,623,597,25237
3.69021,82,128K,lz4,Android,2.624878,0.02514,0.025445,131050,36562.0,109216.0,81.691736,81.76384,2.925821,45726,623,597,25237
3.69021,83,128K,gzip,Android,1.832891,0.026371,0.025584,130972,17532.0,126137.0,71.927123,72.089463,2.06209,41066,272,521,39823
3.69021,83,128K,deflate,Android,1.832891,0.03638,0.028224,130972,16986.0,435612.0,88.355258,88.598701,2.06209,41066,272,521,39823
3.69021,83,128K,lz4,Android,1.832891,0.025073,0.025942,130972,26186.0,96568.0,72.592743,72.804531,2.06209,41066,272,521,39823
3.69021,84,128K,gzip,Android,11.816447,0.02671,0.026579,130978,22242.0,155011.0,90.315076,89.764738,12.119697,46702,402,674,36252
3.69021,84,128K,deflate,Android,11.816447,0.036376,0.02803,130978,21815.0,528409.0,110.534199,110.228485,12.119697,46702,402,674,36252
3.69021,84,128K,lz4,Android,11.816447,0.024709,0.026439,130978,32284.0,119152.0,91.196072,91.550444,12.119697,46702,402,674,36252
3.69021,85,128K,gzip,Android,55.921748,0.027174,0.026888,131034,16243.0,109802.0,62.828997,62.90687,56.151712,42012,219,456,36642
3.69021,85,128K,deflate,Android,55.921748,0.034321,0.02879,131034,15918.0,375385.0,75.162352,75.161426,56.151712,42012,219,456,36642
3.69021,85,128K,lz4,Android,55.921748,0.026574,0.025893,131034,24754.0,90153.0,63.276559,63.731939,56.151712,42012,219,456,36642
3.69021,86,128K,gzip,Android,52.818551,0.027016,0.026335,131054,14108.0,60807.0,30.599565,30.565119,52.946256,37368,95,310,38317
3.69021,86,128K,deflate,Android,52.818551,0.03555,0.027957,131054,14059.0,191135.0,35.097373,35.150938,52.946256,37368,95,310,38317
3.69021,86,128K,lz4,Android,52.818551,0.025647,0.026391,131054,21370.0,62140.0,30.997092,30.926951,52.946256,37368,95,310,38317
3.69021,87,128K,gzip,Android,934.269549,0.026058,0.025099,131030,24867.0,183683.0,105.945465,106.444239,934.573249,42431,466,694,35708
3.69021,87,128K,deflate,Android,934.269549,0.035407,0.029573,131030,24523.0,629387.0,132.289558,132.302499,934.573249,42431,466,694,35708
